GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C8Y001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001
"G5400250","1980","A","3","5","West Virginia","54",,"Greenbrier","025",,,,,,,,,,,,,"05",,,,,,,,"GREENBRIER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",37665,0,6436,31229,15200,13535,1291,18300,19365,35992,1539,25,0,0,4,9,18,4,10,6,0,1,0,57,218,556,323,230,75,223,84,213,235,74,55,10,4,492,125
"G5400270","1980","A","3","5","West Virginia","54",,"Hampshire","027",,,,,,,,,,,,,"05",,,,,,,,"HAMPSHIRE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",14867,0,0,14867,6999,5153,597,7290,7577,14714,107,10,1,0,3,0,2,7,3,7,0,3,0,10,74,214,97,87,15,39,8,22,28,7,3,1,0,159,102
"G5400290","1980","A","3","5","West Virginia","54","8080","Hancock","029",,,,,,,,,,,,,"01",,,,,,,,"HANCOCK COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",40418,20856,3297,16265,14962,14253,691,19697,20721,39183,1035,38,0,0,3,7,33,8,50,6,3,0,0,52,109,565,343,349,116,334,165,377,462,119,29,1,6,287,150
"G5400310","1980","A","3","5","West Virginia","54",,"Hardy","031",,,,,,,,,,,,,"05",,,,,,,,"HARDY COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","1","1",10030,0,0,10030,4473,3576,331,5011,5019,9816,203,8,0,0,0,0,0,0,2,0,0,0,0,1,61,164,111,55,10,19,3,6,7,2,1,1,0,126,98
"G5400330","1980","A","3","5","West Virginia","54",,"Harrison","033",,,,,,,,,,,,,"03",,,,,,,,"HARRISON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",77710,0,34740,42970,30196,28434,1683,36899,40811,76384,1014,45,4,0,8,1,41,21,59,3,3,0,1,126,358,1700,859,823,221,662,250,557,518,185,68,12,12,865,125
"G5400350","1980","A","3","5","West Virginia","54",,"Jackson","035",,,,,,,,,,,,,"02",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",25794,0,7590,18204,9348,8710,565,12823,12971,25711,16,15,0,0,2,2,5,1,14,2,1,1,1,23,61,203,155,147,24,131,35,110,185,53,26,3,5,204,141
"G5400370","1980","A","3","5","West Virginia","54",,"Jefferson","037",,,,,,,,,,,,,"06",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30302,0,2857,27445,11542,9980,1057,15039,15263,27389,2733,40,0,0,9,1,30,11,15,2,1,1,0,70,155,455,190,192,48,205,100,227,216,95,43,0,2,275,137
"G5400390","1980","A","3","5","West Virginia","54","1480","Kanawha","039",,,,,,,,,,,,,"C",,,,,,,,"KANAWHA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",231414,151451,3661,76302,90823,86446,4283,110445,120969,215953,13776,155,8,1,45,192,228,86,397,52,11,1,2,507,1638,3698,1774,1791,481,1774,700,2418,3971,3207,1826,169,98,2129,169
"G5400410","1980","A","3","5","West Virginia","54",,"Lewis","041",,,,,,,,,,,,,"02",,,,,,,,"LEWIS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",18813,0,6250,12563,7187,6676,466,9016,9797,18672,61,9,0,0,1,0,43,7,5,4,0,0,0,11,164,592,187,175,28,130,29,48,42,13,1,3,0,199,96
"G5400430","1980","A","3","5","West Virginia","54",,"Lincoln","043",,,,,,,,,,,,,"02",,,,,,,,"LINCOLN COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",23675,0,0,23675,8131,7646,458,11773,11902,23632,4,14,0,0,2,0,1,1,6,1,0,0,0,14,139,342,153,123,11,113,12,40,42,13,5,0,0,268,102
"G5400450","1980","A","3","5","West Virginia","54",,"Logan","045",,,,,,,,,,,,,"04",,,,,,,,"LOGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",50679,0,7395,43284,17166,16397,752,24938,25741,48290,2149,40,2,0,1,5,69,8,27,0,2,1,0,85,441,1172,543,402,52,430,76,210,305,74,25,5,6,621,109
"G5400470","1980","A","3","5","West Virginia","54",,"McDowell","047",,,,,,,,,,,,,"04",,,,,,,,"MCDOWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49899,0,3885,46014,17235,16034,1180,24190,25709,42401,7378,25,0,0,2,0,11,1,17,6,9,0,0,49,721,836,408,307,54,246,47,104,94,18,6,2,2,641,92
"G5400490","1980","A","3","5","West Virginia","54",,"Marion","049",,,,,,,,,,,,,"03",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65789,0,26899,38890,26217,24409,1753,31087,34702,63186,2263,91,2,0,15,50,15,9,59,0,1,2,1,95,404,1243,568,570,127,526,247,575,588,204,103,25,14,755,133
"G5400510","1980","A","3","5","West Virginia","54","9000","Marshall","051",,,,,,,,,,,,,"A",,,,,,,,"MARSHALL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",41608,21564,0,20044,15511,14344,1111,20395,21213,41198,247,29,0,0,10,3,27,14,23,6,2,0,0,49,219,590,297,264,61,239,95,283,295,120,45,2,3,298,131
"G5400530","1980","A","3","5","West Virginia","54",,"Mason","053",,,,,,,,,,,,,"02",,,,,,,,"MASON COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",27045,0,5682,21363,10237,9400,784,13351,13694,26799,135,11,0,0,4,8,44,13,8,0,4,0,0,19,146,345,162,197,40,161,41,84,119,25,19,1,1,261,122
"G5400550","1980","A","3","5","West Virginia","54",,"Mercer","055",,,,,,,,,,,,,"04",,,,,,,,"MERCER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",73942,0,26305,47637,28461,26494,1834,35133,38809,68483,5030,65,1,0,7,21,63,43,81,33,1,1,0,113,385,1119,616,592,149,515,271,593,575,222,104,19,3,769,136
"G5400570","1980","A","3","5","West Virginia","54","1900","Mineral","057",,,,,,,,,,,,,"05",,,,,,,,"MINERAL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",27234,3260,6569,17405,10239,9438,606,13314,13920,26334,804,24,1,1,5,0,12,11,17,6,1,0,0,18,198,720,258,236,41,113,42,80,48,17,3,0,0,231,97
"G5400590","1980","A","3","5","West Virginia","54",,"Mingo","059",,,,,,,,,,,,,"04",,,,,,,,"MINGO COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",37336,0,5219,32117,12552,11876,645,18489,18847,36162,1100,11,0,0,1,4,18,3,7,5,0,0,0,25,394,595,391,268,32,359,32,170,192,64,19,2,1,579,114
"G5400610","1980","A","3","5","West Virginia","54",,"Monongalia","061",,,,,,,,,,,,,"03",,,,,,,,"MONONGALIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",75024,0,32489,42535,29085,27100,1874,37294,37730,72270,1536,82,0,2,105,266,49,77,217,31,1,1,1,386,189,668,597,670,249,807,405,1042,1858,1199,938,180,174,641,196
"G5400630","1980","A","3","5","West Virginia","54",,"Monroe","063",,,,,,,,,,,,,"05",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",12873,0,0,12873,5173,4440,511,6312,6561,12611,204,17,0,0,1,2,7,1,4,2,0,0,0,24,65,122,58,33,7,22,2,9,4,1,1,0,0,162,90
"G5400650","1980","A","3","5","West Virginia","54",,"Morgan","065",,,,,,,,,,,,,"06",,,,,,,,"MORGAN COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",10711,0,0,10711,4884,3816,693,5261,5450,10583,104,8,0,0,1,0,5,3,1,1,0,0,0,5,59,131,73,79,21,43,11,22,14,6,1,0,0,103,111
"G5400670","1980","A","3","5","West Virginia","54",,"Nicholas","067",,,,,,,,,,,,,"02",,,,,,,,"NICHOLAS COUNTY","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",28126,0,6540,21586,10424,9470,671,13918,14208,28051,3,15,0,0,9,9,1,6,10,0,0,0,0,22,160,314,138,128,34,99,43,62,75,21,9,4,9,368,111
"G5400690","1980","A","3","5","West Virginia","54","9000","Ohio","069",,,,,,,,,,,,,"A",,,,,,,,"OHIO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",61389,50031,0,11358,24411,22938,1460,28496,32893,58876,2126,44,2,3,6,50,61,29,57,11,9,2,3,110,491,1642,725,784,252,604,359,766,1022,497,193,39,12,472,142
"G5400710","1980","A","3","5","West Virginia","54",,"Pendleton","071",,,,,,,,,,,,,"05",,,,,,,,"PENDLETON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",7910,0,0,7910,3696,2815,503,3961,3949,7713,171,4,0,0,2,2,12,0,0,0,1,0,0,5,37,84,57,59,8,15,6,17,34,4,6,0,0,138,115
"G5400730","1980","A","3","5","West Virginia","54",,"Pleasants","073",,,,,,,,,,,,,"01",,,,,,,,"PLEASANTS COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",8236,0,0,8236,3032,2707,239,4058,4178,8207,25,1,1,0,0,0,0,0,2,0,0,0,0,0,37,125,49,52,11,53,7,32,43,14,3,0,1,85,121
"G5400750","1980","A","3","5","West Virginia","54",,"Pocahontas","075",,,,,,,,,,,,,"05",,,,,,,,"POCAHONTAS COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",9919,0,0,9919,5477,3562,626,4917,5002,9814,70,15,0,0,3,4,3,0,2,0,0,0,1,7,111,134,60,35,5,40,12,30,36,17,4,1,5,157,100
"G5400770","1980","A","3","5","West Virginia","54",,"Preston","077",,,,,,,,,,,,,"03",,,,,,,,"PRESTON COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",30460,0,2877,27583,11489,10252,1073,15009,15451,30322,55,45,2,0,0,10,0,9,7,1,2,0,0,7,191,460,220,179,38,123,24,96,71,15,7,4,1,337,106
"G5400790","1980","A","3","5","West Virginia","54","1480","Putnam","079",,,,,,,,,,,,,"02",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",38181,2167,4018,31996,13750,12972,743,18955,19226,38012,52,25,6,0,5,6,11,12,15,8,1,0,0,28,84,181,104,168,16,150,34,159,243,143,47,11,11,307,158
"G5400810","1980","A","3","5","West Virginia","54",,"Raleigh","081",,,,,,,,,,,,,"04",,,,,,,,"RALEIGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",86821,0,23829,62992,32089,30154,1803,41825,44996,79408,6862,59,2,1,19,30,127,48,105,13,4,0,0,143,498,905,525,464,93,616,198,452,883,344,260,23,11,858,152
"G5400830","1980","A","3","5","West Virginia","54",,"Randolph","083",,,,,,,,,,,,,"05",,,,,,,,"RANDOLPH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",28734,0,8536,20198,11066,9692,767,14211,14523,28385,216,37,0,0,6,7,2,23,13,2,0,0,0,43,158,485,236,212,67,176,67,124,190,51,15,1,1,358,121
"G5400850","1980","A","3","5","West Virginia","54",,"Ritchie","085",,,,,,,,,,,,,"02",,,,,,,,"RITCHIE COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",11442,0,0,11442,4846,4128,653,5618,5824,11422,4,8,0,0,1,0,0,2,0,2,0,0,0,3,79,190,92,67,9,23,7,14,9,1,2,0,0,176,94
"G5400870","1980","A","3","5","West Virginia","54",,"Roane","087",,,,,,,,,,,,,"02",,,,,,,,"ROANE COUNTY","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",15952,0,2799,13153,6043,5510,438,7786,8166,15806,25,67,0,0,2,1,32,1,5,0,1,0,0,12,70,204,128,116,11,87,26,57,56,6,5,0,2,127,117
"G5400890","1980","A","3","5","West Virginia","54",,"Summers","089",,,,,,,,,,,,,"05",,,,,,,,"SUMMERS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1",15875,0,4622,11253,6563,5334,841,7250,8625,14634,1097,23,0,0,1,2,1,8,11,0,0,0,0,98,126,314,142,165,20,99,14,38,20,3,3,0,1,170,105
"G5400910","1980","A","3","5","West Virginia","54",,"Taylor","091",,,,,,,,,,,,,"03",,,,,,,,"TAYLOR COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",16584,0,6845,9739,6512,5842,579,8139,8445,16411,109,29,0,0,5,0,9,0,5,5,0,0,0,11,161,352,163,96,13,59,24,66,53,5,2,1,0,181,98
"G5400930","1980","A","3","5","West Virginia","54",,"Tucker","093",,,,,,,,,,,,,"05",,,,,,,,"TUCKER COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",8675,0,0,8675,3823,3101,378,4304,4371,8648,8,7,0,0,2,0,1,0,3,0,0,0,1,5,81,221,86,52,10,41,15,13,25,13,9,5,0,123,96
"G5400950","1980","A","3","5","West Virginia","54",,"Tyler","095",,,,,,,,,,,,,"01",,,,,,,,"TYLER COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",11320,0,1140,10180,4595,3924,475,5585,5735,11297,3,4,0,0,0,0,2,1,4,0,0,0,0,9,67,138,62,61,16,44,10,27,41,4,2,0,0,121,110
"G5400970","1980","A","3","5","West Virginia","54",,"Upshur","097",,,,,,,,,,,,,"02",,,,,,,,"UPSHUR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",23427,0,6820,16607,9023,7996,589,11315,12112,23245,91,18,0,1,6,1,5,10,18,2,2,0,0,28,97,282,212,186,43,167,51,143,216,43,25,4,2,228,136
"G5400990","1980","A","3","5","West Virginia","54","3400","Wayne","099",,,,,,,,,,,,,"B",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",46021,13952,0,32069,16829,15648,1096,22701,23320,45902,21,22,0,0,7,17,7,11,18,0,0,0,0,16,177,474,334,281,62,275,65,233,410,155,35,6,3,483,139
"G5401010","1980","A","3","5","West Virginia","54",,"Webster","101",,,,,,,,,,,,,"02",,,,,,,,"WEBSTER COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",12245,0,0,12245,4781,4190,419,6067,6178,12228,0,9,0,0,0,0,1,1,3,0,2,0,0,1,160,167,66,38,7,38,2,14,12,1,1,0,1,198,78
"G5401030","1980","A","3","5","West Virginia","54",,"Wetzel","103",,,,,,,,,,,,,"01",,,,,,,,"WETZEL COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",21874,0,9640,12234,8240,7607,523,10635,11239,21800,5,13,0,0,1,3,6,6,23,0,2,0,0,15,110,290,140,95,34,126,36,139,168,53,37,1,2,230,136
"G5401050","1980","A","3","5","West Virginia","54","6020","Wirt","105",,,,,,,,,,,,,"02",,,,,,,,"WIRT COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",4922,0,0,4922,2022,1661,165,2475,2447,4905,3,1,0,0,0,1,0,2,1,0,0,0,0,9,27,41,23,14,0,11,1,6,2,0,0,0,0,43,93
"G5401070","1980","A","3","5","West Virginia","54","6020","Wood","107",,,,,,,,,,,,,"01",,,,,,,,"WOOD COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",93648,55988,6632,31028,36187,33822,2175,44676,48972,92510,823,49,2,2,22,32,43,21,42,5,1,3,0,93,266,1205,877,718,259,643,434,1288,1446,576,192,19,10,587,160
"G5401090","1980","A","3","5","West Virginia","54",,"Wyoming","109",,,,,,,,,,,,,"04",,,,,,,,"WYOMING COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",35993,0,2919,33074,12149,11466,657,17870,18123,35504,382,34,0,2,2,0,19,1,16,5,0,1,0,27,274,421,271,181,41,180,34,100,92,27,5,0,0,403,109
"G5500010","1980","A","2","3","Wisconsin","55",,"Adams","001",,,,,,,,,,,,,"05",,,,,,,,"ADAMS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",13457,0,0,13457,10084,4839,1601,6993,6464,13049,261,88,1,1,5,1,2,1,10,0,0,0,0,38,2,65,96,94,18,65,36,72,64,22,3,0,0,138,146
"G5500030","1980","A","2","3","Wisconsin","55",,"Ashland","003",,,,,,,,,,,,,"01",,,,,,,,"ASHLAND COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",16783,0,9115,7668,7781,6103,818,8172,8611,15618,25,1075,2,0,2,9,0,7,4,20,0,0,0,21,72,347,169,213,72,138,61,135,121,38,10,0,0,133,129
"G5500050","1980","A","2","3","Wisconsin","55",,"Barron","005",,,,,,,,,,,,,"02",,,,,,,,"BARRON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",38730,0,10286,28444,17153,13770,1249,19086,19644,38464,11,151,1,0,6,5,7,14,8,1,0,0,0,62,117,436,231,294,128,304,172,409,288,55,30,2,4,263,151
"G5500070","1980","A","2","3","Wisconsin","55",,"Bayfield","007",,,,,,,,,,,,,"01",,,,,,,,"BAYFIELD COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",13822,0,0,13822,9642,5110,827,6977,6845,12855,4,922,1,0,6,2,2,1,0,17,1,0,0,11,56,155,90,93,23,80,28,50,59,25,6,0,1,146,127
"G5500090","1980","A","2","3","Wisconsin","55","3080","Brown","009",,,,,,,,,,,,,"G",,,,,,,,"BROWN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",175280,142747,0,32533,62282,59908,2101,85673,89607,171224,506,2429,1,4,69,52,48,102,106,175,8,4,4,548,103,1547,901,1310,744,1193,1219,3842,4647,1472,567,63,34,519,184
"G5500110","1980","A","2","3","Wisconsin","55",,"Buffalo","011",,,,,,,,,,,,,"02",,,,,,,,"BUFFALO COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",14309,0,2545,11764,5478,4982,291,7236,7073,14258,2,17,0,1,1,0,0,9,8,1,0,0,0,12,17,191,135,121,37,61,42,77,49,10,4,0,0,84,125
"G5500130","1980","A","2","3","Wisconsin","55",,"Burnett","013",,,,,,,,,,,,,"01",,,,,,,,"BURNETT COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",12340,0,0,12340,10359,4558,1664,6097,6243,11883,11,396,0,3,5,2,2,3,1,0,2,0,0,32,42,121,69,78,20,55,23,49,40,11,4,1,0,88,126
"G5500150","1980","A","2","3","Wisconsin","55","0460","Calumet","015",,,,,,,,,,,,,"07",,,,,,,,"CALUMET COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",30867,5484,9713,15670,10428,9694,354,15442,15425,30635,9,103,1,0,4,19,29,6,12,6,0,4,0,39,37,189,139,189,77,119,98,331,350,62,19,5,3,113,166
"G5500170","1980","A","2","3","Wisconsin","55","2290","Chippewa","017",,,,,,,,,,,,,"04",,,,,,,,"CHIPPEWA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",52127,15973,3342,32812,19203,17180,874,25923,26204,51843,27,88,1,0,10,15,43,22,5,3,0,2,0,68,81,588,322,449,170,304,177,431,433,129,35,2,2,252,147
"G5500190","1980","A","2","3","Wisconsin","55",,"Clark","019",,,,,,,,,,,,,"04",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",32910,0,2780,30130,12384,11027,876,16591,16319,32715,31,66,0,0,5,0,10,8,13,3,2,2,0,55,51,365,194,237,94,156,58,188,74,8,3,2,0,203,129
"G5500210","1980","A","2","3","Wisconsin","55",,"Columbia","021",,,,,,,,,,,,,"08",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43222,0,14282,28940,17794,15534,1028,21262,21960,42892,29,106,0,0,11,6,32,3,14,8,9,0,0,112,71,378,269,334,174,280,230,557,469,118,38,1,2,257,158
"G5500230","1980","A","2","3","Wisconsin","55",,"Crawford","023",,,,,,,,,,,,,"03",,,,,,,,"CRAWFORD COUNTY","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",16556,0,5859,10697,6770,5720,660,8266,8290,16486,14,20,0,0,6,2,4,1,5,0,0,0,0,18,61,252,123,104,41,70,33,64,109,17,0,1,2,123,120
"G5500250","1980","A","2","3","Wisconsin","55","4720","Dane","025",,,,,,,,,,,,,"B",,,,,,,,"DANE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",323545,213675,38216,71654,126275,120601,4992,158958,164587,311203,5688,705,20,14,523,1155,207,389,613,283,119,12,9,2605,410,1907,1121,2210,1536,1713,1627,7144,15570,9391,5945,1429,544,907,224
"G5500270","1980","A","2","3","Wisconsin","55",,"Dodge","027",,,,,,,,,,,,,"08",,,,,,,,"DODGE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",75064,0,33416,41648,26985,24851,1186,38203,36861,73635,829,148,1,0,14,16,22,45,45,2,2,3,2,300,81,649,404,475,197,460,287,824,966,354,89,5,5,389,165
"G5500290","1980","A","2","3","Wisconsin","55",,"Door","029",,,,,,,,,,,,,"06",,,,,,,,"DOOR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25029,0,8847,16182,15324,9207,3013,12544,12485,24737,36,171,0,1,6,3,16,6,7,10,0,1,0,35,28,172,124,160,58,142,65,303,269,75,26,2,8,223,165
"G5500310","1980","A","2","3","Wisconsin","55","2240","Douglas","031",,,,,,,,,,,,,"A",,,,,,,,"DOUGLAS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44421,30151,0,14270,20141,16467,1387,21808,22613,43481,114,578,3,1,18,12,24,21,20,3,6,0,2,138,131,770,301,461,163,332,261,611,856,339,79,9,1,252,160
"G5500330","1980","A","2","3","Wisconsin","55",,"Dunn","033",,,,,,,,,,,,,"02",,,,,,,,"DUNN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",34314,0,12769,21545,11886,11047,646,17006,17308,33821,170,85,0,0,16,27,10,10,39,18,1,1,2,114,73,441,191,190,93,182,113,321,506,244,166,30,13,211,170
"G5500350","1980","A","2","3","Wisconsin","55","2290","Eau Claire","035",,,,,,,,,,,,,"04",,,,,,,,"EAU CLAIRE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",78805,56344,0,22461,28973,27330,1302,37420,41385,77891,140,281,3,0,59,70,23,30,39,54,2,3,1,209,81,999,545,763,355,699,501,1496,1693,582,373,102,40,286,173
"G5500370","1980","A","2","3","Wisconsin","55",,"Florence","037",,,,,,,,,,,,,"01",,,,,,,,"FLORENCE COUNTY","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","1","0",4172,0,0,4172,3341,1494,214,2119,2053,4138,9,13,1,0,1,0,6,1,0,0,0,0,0,3,9,66,17,13,2,25,10,26,17,4,7,0,0,39,129
"G5500390","1980","A","2","3","Wisconsin","55",,"Fond du Lac","039",,,,,,,,,,,,,"07",,,,,,,,"FOND DU LAC COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",88964,0,49511,39453,31739,29870,1108,42996,45968,88181,125,183,1,0,25,36,19,17,21,11,4,5,0,336,95,819,432,636,289,613,439,1233,1264,598,54,6,4,348,168
"G5500410","1980","A","2","3","Wisconsin","55",,"Forest","041",,,,,,,,,,,,,"01",,,,,,,,"FOREST COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",9044,0,0,9044,6749,3025,932,4642,4402,8426,89,499,0,0,2,0,1,4,1,5,3,0,0,14,27,146,69,77,23,55,19,29,14,0,0,0,0,88,116
"G5500430","1980","A","2","3","Wisconsin","55",,"Grant","043",,,,,,,,,,,,,"03",,,,,,,,"GRANT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",51736,0,16318,35418,18204,16686,898,26053,25683,51419,106,52,0,1,12,12,10,9,38,13,2,3,1,58,135,509,302,431,149,351,214,477,413,171,74,11,4,332,153
"G5500450","1980","A","2","3","Wisconsin","55",,"Green","045",,,,,,,,,,,,,"03",,,,,,,,"GREEN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",30012,0,13180,16832,11317,10759,501,14678,15334,29881,12,25,0,0,6,16,3,7,19,9,0,1,0,33,68,341,187,250,119,241,169,438,408,65,24,2,5,172,158
"G5500470","1980","A","2","3","Wisconsin","55",,"Green Lake","047",,,,,,,,,,,,,"08",,,,,,,,"GREEN LAKE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",18370,0,5387,12983,8319,6734,465,9000,9370,18242,14,20,0,2,3,7,1,3,9,0,0,0,0,69,28,190,147,197,63,125,54,161,104,14,4,0,3,137,138
"G5500490","1980","A","2","3","Wisconsin","55",,"Iowa","049",,,,,,,,,,,,,"03",,,,,,,,"IOWA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",19802,0,3458,16344,7568,6767,510,10004,9798,19724,10,29,0,0,2,0,0,12,9,4,0,0,0,12,46,148,114,142,34,130,58,138,110,26,7,2,3,162,149
