StoreNbr,StoreName,StoreType,BuildingAddress,BuildingCity,BuildingStateProv,BuildingPostalCode,SizeSqFt,OpenDate,Latitude,Longitude
217,LEWISVILLE TX,Supercenter,801 W MAIN ST,LEWISVILLE,TX,75067,200422,9/5/1978,33.04681097,-97.01347566
218,SELMER TN,Supercenter,1017 MULBERRY AVE,SELMER,TN,38375,112780,4/10/1979,35.14017812,-88.57187687
219,SEDALIA MO,Supercenter,3201 W BROADWAY BLVD,SEDALIA,MO,65301,201879,10/3/1978,38.70914715,-93.26724326
220,BURLESON TX,Supercenter,951 SW WILSHIRE BLVD,BURLESON,TX,76028,199026,10/17/1978,32.5279052,-97.33822514
221,YUKON OK,Supercenter,1200 GARTH BROOKS BLVD,YUKON,OK,73099,142857,10/31/1978,35.49672739,-97.76032655
222,SPARTA IL,Supercenter,1410 N MARKET ST,SPARTA,IL,62286,149407,12/5/1978,38.14084887,-89.70352791
224,MT. VERNON IL,Supercenter,110 DAVIDSON RD,MOUNT VERNON,IL,62864,182721,6/13/1978,38.31224506,-88.9601906
225,SULPHUR OK,Supercenter,2705 W BROADWAY AVE,SULPHUR,OK,73086,99578,10/24/1978,34.50633192,-97.00199657
226,ATLANTA TX,Supercenter,201 LOOP 59,ATLANTA,TX,75551,149704,10/17/1978,33.115529,-94.170131
227,EL RENO OK,Supercenter,2400 S COUNTRY CLUB RD,EL RENO,OK,73036,146397,10/10/1978,35.51035225,-97.97273596
228,CLEBURNE TX,Supercenter,1616 WEST HENDERSON,CLEBURNE,TX,76031,204129,9/19/1978,32.348683,-97.392831
229,TRUMANN AR,Supercenter,512 INDUSTRIAL PARK DR,TRUMANN,AR,72472,99704,10/31/1978,35.66694,-90.53916
230,PARIS AR,Wal-Mart,1501 E WALNUT ST,PARIS,AR,72855,32760,12/5/1978,35.29200347,-93.71472587
231,ADA OK,Supercenter,1419 N COUNTRY CLUB RD,ADA,OK,74820,201788,9/19/1978,34.78996196,-96.65242247
232,ATOKA OK,Wal-Mart,1901 S MISSISSIPPI AVE,ATOKA,OK,74525,50968,9/19/1978,34.36982748,-96.13833815
233,ANNA IL,Supercenter,300 LEIGH AVE,ANNA,IL,62906,109450,11/21/1978,37.4634,-89.22996
234,KANSAS CITY MO,Supercenter,8301 N CHURCH RD,KANSAS CITY,MO,64158,210572,12/5/1978,39.236716,-94.481086
235,CORNING AR,Wal-Mart,1900 W MAIN ST,CORNING,AR,72422,32100,11/28/1978,36.41148048,-90.59530817
236,CROCKETT TX,Supercenter,1225 E LOOP 304,CROCKETT,TX,75835,109450,2/1/1979,31.270556,-95.608889
237,HARRISBURG IL,Supercenter,710 S COMMERCIAL ST,HARRISBURG,IL,62946,184103,11/14/1978,37.74440354,-88.52478299
238,PULASKI TN,Supercenter,1655 W COLLEGE ST,PULASKI,TN,38478,149704,2/13/1979,35.20402935,-87.06086825
239,KOSCIUSKO MS,Supercenter,220 VETERANS MEMORIAL DR,KOSCIUSKO,MS,39090,109630,7/31/1979,33.05739346,-89.569073
240,COMMERCE TX,Supercenter,2701 STATE HIGHWAY 50,COMMERCE,TX,75428,109630,6/19/1979,33.258059,-95.931868
242,PAOLA KS,Supercenter,310 HEDGE LN,PAOLA,KS,66071,144298,9/18/1979,38.577177,-94.870515
243,WENTZVILLE MO,Supercenter,1971 WENTZVILLE PKWY,WENTZVILLE,MO,63385,216844,10/15/1980,38.81341421,-90.8754827
244,WINNFIELD LA,Supercenter,5940 HIGHWAY 167 N,WINNFIELD,LA,71483,109630,7/31/1979,31.93624592,-92.65355827
246,SKIATOOK OK,Supercenter,700 W ROGERS BLVD,SKIATOOK,OK,74070,104939,9/18/1979,36.36867893,-96.00963134
247,HENRYETTA OK,Wal-Mart,605 E MAIN ST,HENRYETTA,OK,74437,46596,3/13/1979,35.43972591,-95.97360747
248,MEXIA TX,Supercenter,1406 E MILAM ST,MEXIA,TX,76667,157834,8/28/1979,31.68557985,-96.45757549
249,CLEVELAND TX,Supercenter,831 HIGHWAY 59 S,CLEVELAND,TX,77327,157426,3/6/1979,30.33804,-95.02362
250,WARSAW MO,Supercenter,103 W POLK ST,WARSAW,MO,65355,107356,3/27/1979,38.24832,-93.3588
251,MINEOLA TX,Supercenter,135 NE LOOP 564,MINEOLA,TX,75773,141449,7/10/1979,32.6469,-95.51646
252,DU QUOIN IL,Supercenter,215 E GRANTWAY ST,DU QUOIN,IL,62832,109630,3/18/1980,38.009216,-89.237329
253,JERSEYVILLE IL,Supercenter,1316 S STATE ST,JERSEYVILLE,IL,62052,184795,12/30/1986,39.13578,-90.333
254,OLNEY IL,Supercenter,1001 NORTH WEST,OLNEY,IL,62450,151980,11/13/1979,38.74340233,-88.09461315
255,HOLIDAY MEETING,Wal-Mart,702 SW 8TH ST,BENTONVILLE,AR,72716,0,10/27/1974,36.36435736,-94.21652628
256,GLEN CARBON IL,Supercenter,400 JUNCTION DR,GLEN CARBON,IL,62034,129175,8/21/1979,38.77772155,-89.95856866
257,MORGANFIELD KY,Supercenter,901 US HIGHWAY 60 E,MORGANFIELD,KY,42437,109630,10/30/1979,37.64592,-87.9027
258,TUPELO MS,Supercenter,3929 N GLOSTER ST,TUPELO,MS,38804,173020,2/12/1980,34.31405434,-88.70686494
259,ROCKWALL TX,Supercenter,782 E INTERSTATE 30,ROCKWALL,TX,75087,202846,8/28/1979,32.89932,-96.41208
260,WAXAHACHIE TX,Supercenter,1200 N HIGHWAY 77,WAXAHACHIE,TX,75165,199026,7/17/1979,32.41659458,-96.84088403
261,HOT SPRINGS AR,Supercenter,4019 CENTRAL AVE,HOT SPRINGS,AR,71913,224043,12/1/1981,34.45554026,-93.06350148
262,BENTON IL /WEST CITY,Supercenter,919 GIACONE DR,BENTON,IL,62812,157816,7/31/1979,38.003056,-88.938333
264,DICKSON TN,Supercenter,175 BEASLEY DR,DICKSON,TN,37055,175098,6/26/1979,36.06344485,-87.38358835
265,TERRELL TX,Supercenter,1900 W MOORE AVE,TERRELL,TX,75160,184744,9/25/1979,32.73726912,-96.30349824
266,SOUTHLAKE TX,Supercenter,1601 W STATE HIGHWAY 114,GRAPEVINE,TX,76051,206385,6/24/1980,32.933618,-97.097514
267,WEBB CITY MO,Supercenter,1212 S MADISON ST,WEBB CITY,MO,64870,151980,5/1/1980,37.144119,-94.470557
268,SAVANNAH TN,Supercenter,175 JI BELL LN,SAVANNAH,TN,38372,183917,10/23/1979,35.226194,-88.233434
269,LAWTON OK,Supercenter,1002 NW SHERIDAN RD,LAWTON,OK,73505,197173,10/29/1979,34.59793971,-98.42207578
271,BOWIE TX,Supercenter,1341 HIGHWAY 287 N,BOWIE,TX,76230,99704,8/7/1979,33.561402,-97.838818
272,FRANKLIN TN,Supercenter,3600 MALLORY LN,FRANKLIN,TN,37067,222357,8/21/1979,35.928406,-86.805538
273,FULTON MS,Supercenter,100 INTERCHANGE DR,FULTON,MS,38843,109630,7/3/1979,34.269865,-88.403996
274,IUKA MS,Wal-Mart,1110 BATTLEGROUND DR,IUKA,MS,38852,41400,8/21/1979,34.80366101,-88.2030829
275,LIVINGSTON TX,Supercenter,1620 W CHURCH ST,LIVINGSTON,TX,77351,181392,10/23/1979,30.71118816,-94.95121473
276,STIGLER OK,Supercenter,1312 E MAIN ST,STIGLER,OK,74462,99581,2/18/1981,35.26584,-95.11506
277,MOORE OK,Supercenter,501 SW 19TH ST,MOORE,OK,73160,204691,3/4/1980,35.3201323,-97.49249895
278,SHREVEPORT LA,Supercenter,1645 E BERT KOUNS INDUSTRIAL L,SHREVEPORT,LA,71105,209427,6/30/1981,32.454589,-93.712715
279,DE QUEEN AR,Supercenter,926 E COLLIN RAYE DR,DE QUEEN,AR,71832,107356,2/12/1980,34.0455755,-94.31583378
280,ROCKDALE TX,Supercenter,709 W US HIGHWAY 79,ROCKDALE,TX,76567,99704,10/30/1979,30.65194322,-97.00925768
281,HEBER SPRINGS AR.,Supercenter,1500 HWY 25B NORTH,HEBER SPRINGS,AR,72543,109450,10/30/1979,35.50657903,-92.02948284
282,FRANKLIN KY,Supercenter,1550 NASHVILLE RD,FRANKLIN,KY,42134,151980,9/30/1980,36.69604398,-86.57120574
283,BRIDGE CITY TX,Wal-Mart,795 TEXAS AVE,BRIDGE CITY,TX,77611,52800,2/26/1980,30.029508,-93.839065
284,MANSFIELD TX,Supercenter,930 N WALNUT CREEK DR STE 800,MANSFIELD,TX,76063,205187,9/25/1979,32.57443753,-97.12921833
285,HUNTSVILLE TX,Supercenter,141 INTERSTATE 45 S,HUNTSVILLE,TX,77340,202307,9/25/1979,30.6885,-95.57238
286,ENNIS TX,Supercenter,700 E ENNIS AVE,ENNIS,TX,75119,183918,12/4/1979,32.32507419,-96.63339034
287,JASPER AL,Supercenter,1801 HIGHWAY 78 E,JASPER,AL,35501,177489,11/27/1979,33.82511326,-87.25391253
288,WOODVILLE TX,Supercenter,115 COBB MILL RD,WOODVILLE,TX,75979,104939,10/30/1979,30.76640997,-94.43080598
289,MCGEHEE AR EF,Wal-Mart,US 65 SOUTH,MCGEHEE,AR,71654,43800,10/30/1979,33.65646,-91.40802
290,GONZALES TX EF,Wal-Mart,1620 N SARAH DEWITT DR,GONZALES,TX,78629,123130,7/1/1980,29.52151654,-97.44427725
292,LOCKHART TX,Supercenter,1904 S COLORADO ST,LOCKHART,TX,78644,119646,8/12/1980,29.87964,-97.66674
293,NAVASOTA TX,Wal-Mart,1712 E WASHINGTON AVE,NAVASOTA,TX,77868,43620,5/28/1980,30.388874,-96.084543
294,CENTRAL CITY KY,Supercenter,1725 WEST EVERELY BR,CENTRAL CITY,KY,42330,149704,7/29/1980,37.294778,-87.126648
295,EUREKA MO,Supercenter,131 ERKA TWN CNTR DR,EUREKA,MO,63025,152897,4/1/1980,38.50445332,-90.65672934
296,DARDANELLE AR,Supercenter,1172 OLD HIGHWAY 7 S,DARDANELLE,AR,72834,99700,8/28/1980,35.221232,-93.160284
297,PORTER TX,Supercenter,23561 US HWY 59,PORTER,TX,77365,225009,9/1/1981,30.1136257,-95.23326946
298,BOAZ AL,Supercenter,1972 HWY 431,BOAZ,AL,35957,183917,8/12/1980,34.21430543,-86.15631876
299,BOWLING GREEN KY,Supercenter,150 WALTON AVE,BOWLING GREEN,KY,42104,201616,9/30/1980,36.95136113,-86.43510293
300,JACKSONVILLE AL,Supercenter,1625 PELHAM RD S,JACKSONVILLE,AL,36265,158128,10/14/1980,33.78266195,-85.76173978
301,GADSDEN AL,Supercenter,340 E MEIGHAN BLVD,GADSDEN,AL,35903,203091,8/12/1980,34.00995838,-85.98884607
302,MURPHYSBORO IL,Supercenter,6495 COUNTRY CLUB RD,MURPHYSBORO,IL,62966,156781,9/30/1980,37.75981651,-89.28097646
303,HOLLY SPRINGS MS,Supercenter,950 MACKIE DR,HOLLY SPRINGS,MS,38635,99704,9/3/1980,34.772162,-89.450965
304,SPRINGFIELD TN,Supercenter,3360 TOM AUSTIN HWY,SPRINGFIELD,TN,37172,205851,10/23/1979,36.48264375,-86.88684079
305,CARTHAGE MS,Supercenter,905 HIGHWAY 16 W,CARTHAGE,MS,39051,110955,11/20/1979,32.75844,-89.58474
306,ARAB AL,Supercenter,1450 NO. BRINDLEE MT,ARAB,AL,35016,155078,2/26/1980,34.321343,-86.497114
307,W MONROE LA,Supercenter,1025 GLENWOOD DR,WEST MONROE,LA,71291,199026,11/16/1982,32.50920701,-92.15702119
308,MANCHESTER TN,Supercenter,2518 HILLSBORO BLVD,MANCHESTER,TN,37355,155850,2/10/1981,35.45492974,-86.04510265
309,ABBEVILLE LA,Supercenter,3005 CHARITY STREET,ABBEVILLE,LA,70510,189417,10/28/1980,29.97042653,-92.09617368
310,CROWLEY LA,Supercenter,729 ODD FELLOWS RD,CROWLEY,LA,70526,183597,9/30/1980,30.2307912,-92.36439976
311,FRANKLIN LA EF,Wal-Mart,200 NORTHWEST BLVD,FRANKLIN,LA,70538,55480,10/13/1980,29.80925164,-91.51753604
312,VILLE PLATTE LA,Supercenter,891 E LASALLE ST,VILLE PLATTE,LA,70586,104939,11/18/1980,30.68667522,-92.26483039
313,HIGH RIDGE MO,Supercenter,2700 RIDGE POINT DR,HIGH RIDGE,MO,63049,160707,4/7/1981,38.470505,-90.523777
314,FAYETTEVILLE TN,Supercenter,1224 HUNTSVILLE HWY,FAYETTEVILLE,TN,37334,178420,11/20/1979,35.151295,-86.574002
315,ONEONTA AL,Supercenter,2453 2ND AVE E,ONEONTA,AL,35121,149711,10/14/1980,33.97009985,-86.45153032
316,ATTALLA AL,Supercenter,973 GILBERT FERRY RD SE,ATTALLA,AL,35954,156421,11/18/1980,34.08306,-86.06028
317,VANDALIA IL,Supercenter,201 NO. MATTES AVENU,VANDALIA,IL,62471,155078,9/15/1981,38.967418,-89.105783
318,ARKADELPHIA AR,Supercenter,109 WP MALONE DR,ARKADELPHIA,AR,71923,151980,4/15/1980,34.085898,-93.045684
319,RAYMOREMO,Supercenter,2015 W FOXWOOD DR,RAYMORE,MO,64083,199970,6/24/1980,38.81270378,-94.49306992
320,MARLIN TX EF,Wal-Mart,600 STATE HWY 6,MARLIN,TX,76661,46302,10/14/1980,31.310786,-96.891028
321,BRENHAM TX,Supercenter,203 US LOOP 290 WEST,BRENHAM,TX,77833,151397,11/11/1980,30.21684,-96.39642
322,BRYAN TX,Supercenter,2200 BRIARCREST DR,BRYAN,TX,77802,207589,6/29/1982,30.65935741,-96.33119358
323,MANSFIELD LA,Supercenter,7292 HWY #509,MANSFIELD,LA,71052,99667,9/3/1980,32.034409,-93.70056
324,BRISTOW OK,Supercenter,105 W HIGHWAY 16,BRISTOW,OK,74010,104902,11/3/1981,35.83287397,-96.39086866
325,RICHMOND MO,Supercenter,908 WALTON WAY,RICHMOND,MO,64085,155530,10/14/1980,39.279528,-93.976207
326,HIGGINSVILLE MO,Wal-Mart,1180 W 19TH ST,HIGGINSVILLE,MO,64037,50139,10/21/1980,39.033181,-93.707924
327,JAY OK,Wal-Mart,1107 S MAIN ST,JAY,OK,74346,34875,8/5/1980,36.41843266,-94.80544482
328,WATERLOO IL,Supercenter,961 N MARKET ST,WATERLOO,IL,62298,150031,4/21/1981,38.32232123,-90.14584095
329,ANNISTON AL,Supercenter,5560 MCCLELLAN BLVD,ANNISTON,AL,36206,203651,4/15/1980,33.71754447,-85.81868265
330,VICTORIA TX,Supercenter,9002 N NAVARRO ST,VICTORIA,TX,77904,204482,11/11/1980,28.87772333,-96.99456596
331,SULPHUR LA,Supercenter,525 N CITIES SERVICE HWY,SULPHUR,LA,70663,199026,2/10/1981,30.23316611,-93.32608254
332,HUNTSVILLE AL,Supercenter,6140A UNIV DRIVE,HUNTSVILLE,AL,35806,199026,10/13/1981,34.7573,-86.678606
333,BEAVER DAM KY,Supercenter,1701 N MAIN ST,BEAVER DAM,KY,42320,154450,2/3/1981,37.33206,-86.87814
334,CARLINVILLE IL,Supercenter,18600 SHIPMAN BLACKT,CARLINVILLE,IL,62626,99667,11/11/1980,39.282298,-89.878029
335,JACKSON TN,Supercenter,2196 EMPORIUM DR,JACKSON,TN,38305,199026,11/11/1980,35.66755879,-88.85421744
336,SHERIDAN AR,Supercenter,1308 S ROCK ST,SHERIDAN,AR,72150,99667,8/4/1980,34.29118218,-92.39887943
337,FREDERICKTOWN MO,Supercenter,1025 WALTON DR,FREDERICKTOWN,MO,63645,100064,11/18/1980,37.559762,-90.292995
338,LAMAR MO,Supercenter,29 SW 1ST LN,LAMAR,MO,64759,107356,9/9/1980,37.50411643,-94.29982718
339,FORDYCE AR,Wal-Mart,1123 HIGHWAY 79 167 BYP,FORDYCE,AR,71742,38120,11/18/1980,33.813506,-92.420535
340,CHECOTAH OK,Supercenter,131 PAUL CARR DR,CHECOTAH,OK,74426,148601,6/30/1981,35.47197375,-95.53701025
341,MARYSVILLE KS,Supercenter,1174 PONY EXPRESS HWY,MARYSVILLE,KS,66508,99704,11/18/1980,39.84190322,-96.603333
342,HIAWATHA KS,Supercenter,701 HOPI ST,HIAWATHA,KS,66434,104902,11/18/1980,39.854303,-95.534279
343,TAYLORVILLE IL,Supercenter,1530 W SPRINGFIELD RD,TAYLORVILLE,IL,62568,157020,6/2/1981,39.549894,-89.297628
344,EL CAMPO TX,Supercenter,3413 WEST LOOP,EL CAMPO,TX,77437,155078,10/20/1981,29.198562,-96.272851
345,PALESTINE TX,Supercenter,2223 S LOOP 256,PALESTINE,TX,75801,198308,8/3/1982,31.7359782,-95.61656557
346,AUGUSTA KS,Supercenter,719 W 7TH AVE,AUGUSTA,KS,67010,119741,12/2/1980,37.67930491,-96.98641044
347,INDIANOLA MS,Supercenter,633 HIGHWAY 82 W,INDIANOLA,MS,38751,158075,2/2/1982,33.45708848,-90.66559888
348,MONTICELLO AR,Supercenter,427 HIGHWAY 425 N,MONTICELLO,AR,71655,127916,11/18/1980,33.62268239,-91.80261194
350,YORK NE,Supercenter,101 E DAVID DR,YORK,NE,68467,158141,10/30/1984,40.826608,-97.59825632
352,CHESTER IL,Wal-Mart,HWY 150/2206 STATE S,CHESTER,IL,62233,44938,11/18/1980,37.9236,-89.81862
353,GRAHAM TX,Supercenter,2121 STATE HIGHWAY 16 S,GRAHAM,TX,76450,152018,6/2/1981,33.08059872,-98.58258925
354,OWENSVILLE MO,Supercenter,1888 HIGHWAY 28,OWENSVILLE,MO,65066,99704,6/30/1981,38.348543,-91.49903
355,OPELIKA AL,Supercenter,2900 PEPPERELL PKWY,OPELIKA,AL,36801,219622,11/18/1980,32.63570406,-85.42049703
356,AUBURN AL,Supercenter,1717 S COLLEGE ST,AUBURN,AL,36832,204184,9/1/1981,32.57493435,-85.49873026
357,VERSAILLES MO,Supercenter,1003 W NEWTON ST,VERSAILLES,MO,65084,99819,7/21/1981,38.43164911,-92.85256527
358,ALMA AR,Supercenter,367 W CHERRY ST,ALMA,AR,72921,99704,6/2/1981,35.48061787,-94.22672099
359,FAYETTEVILLE AR,Supercenter,3919 NO. MALL AVE,FAYETTEVILLE,AR,72703,218466,11/17/1981,36.12390691,-94.14986402
360,CUSHING OK,Supercenter,3100 E MAIN ST,CUSHING,OK,74023,153430,6/30/1981,35.976349,-96.764819
361,COLLINSVILLE IL,Supercenter,1040 COLLINSVILLE CROSSING BLV,COLLINSVILLE,IL,62234,203068,7/8/1981,38.687371,-89.983306
362,WINFIELD AL,Supercenter,2575 US HIGHWAY 43,WINFIELD,AL,35594,99667,8/18/1981,33.93781373,-87.84036697
363,MARSHALL MO,Supercenter,855 CHEROKEE DR,MARSHALL,MO,65340,158136,12/1/1981,39.11284272,-93.21341242
364,CENTER TX,Supercenter,810 HURST ST,CENTER,TX,75935,158128,3/31/1981,31.79508,-94.16418
365,PEARL MS,Supercenter,5520 HIGHWAY 80 E,PEARL,MS,39208,223124,3/31/1981,32.28362137,-90.04733858
366,MADISONVILLE TN,Supercenter,4525 HIGHWAY 411,MADISONVILLE,TN,37354,151980,2/1/1983,35.51916,-84.363478
368,PARSONS KS,Supercenter,3201 NO 16TH ST,PARSONS,KS,67357,155017,11/11/1980,37.339316,-95.268057
369,WINFIELD KS,Supercenter,2202 PIKE RD,WINFIELD,KS,67156,153472,11/18/1980,37.22906378,-96.99595666
370,WELLINGTON KS,Supercenter,2022 E 16TH ST,WELLINGTON,KS,67152,153472,11/18/1980,37.269025,-97.394271
371,GRANBURY TX,Supercenter,735 E HIGHWAY 377,GRANBURY,TX,76048,201789,9/29/1981,32.43457776,-97.78044633
372,DODGE CITY KS,Supercenter,1905 N 14TH AVE,DODGE CITY,KS,67801,200084,3/10/1981,37.76731338,-100.0329151
373,HUNTSVILLE AR,Wal-Mart,121 LEE ST,HUNTSVILLE,AR,72740,34875,3/10/1981,36.08535857,-93.73891053
374,COWETA OK,Supercenter,11207 S STATE HIGHWAY 51,COWETA,OK,74429,156449,7/21/1981,35.956129,-95.658301
375,HUNTSVILLE AL,Wal-Mart,2900 S. MEM PKWY(DRA,HUNTSVILLE,AL,35801,104861,8/11/1981,34.725222,-86.566317
376,BOSSIER CITY LA,Supercenter,2536 AIRLINE DR,BOSSIER CITY,LA,71111,208154,4/21/1981,32.54828822,-93.70695739
378,HOLTON KS,Wal-Mart,209 ARIZONA AVENUE,HOLTON,KS,66436,37865,9/29/1981,39.45984165,-95.74800061
379,OZARK MO,Supercenter,2004 W MARLER LN,OZARK,MO,65721,158128,10/20/1981,37.00192164,-93.22815122
380,WALDRON AR,Wal-Mart,1359 W 2ND ST,WALDRON,AR,72958,37022,2/2/1982,34.899469,-94.094254
381,COPPERAS COVE TX,Supercenter,2720 E HIGHWAY 190,COPPERAS COVE,TX,76522,204185,8/4/1981,31.12053141,-97.87186522
382,OTTAWA KS,Supercenter,2101 S PRINCETON ST,OTTAWA,KS,66067,178420,3/3/1981,38.58272266,-95.26766812
383,SILSBEE TX,Supercenter,1100 US HIGHWAY 96 N,SILSBEE,TX,77656,155078,7/8/1981,30.33814571,-94.18295937
384,LUMBERTON TX,Supercenter,100 NO. LHS DRIVE,LUMBERTON,TX,77657,157278,12/1/1981,30.24640306,-94.21108973
385,CUERO TX,Wal-Mart,1202 E BROADWAY ST,CUERO,TX,77954,46350,7/28/1981,29.087806,-97.26964316
386,JENNINGS LA,Supercenter,303 E INTERSTATE DR,JENNINGS,LA,70546,178420,7/1/1983,30.24618881,-92.65614591
387,CHANDLER OK,Supercenter,3100 E 1ST ST,CHANDLER,OK,74834,93514,9/21/1982,35.705912,-96.884924
388,FT SMITH AR,Supercenter,2100 NO. 62ND ST.,FORT SMITH,AR,72904,184256,8/31/1982,35.40339,-94.38977
389,EDMOND OK,Supercenter,1225 W I-35 FRONTAGE,EDMOND,OK,73034,212931,11/17/1981,35.697131,-97.433009
390,WAVERLY TN,Supercenter,275 WALTON DR,WAVERLY,TN,37185,111075,3/10/1981,36.087613,-87.790907
391,TUPELO MS,Supercenter,2270 W MAIN ST,TUPELO,MS,38801,179958,6/2/1981,34.25602363,-88.7402382
392,WEATHERFORD OK,Supercenter,1349 E EAGLE RD,WEATHERFORD,OK,73096,149156,6/2/1981,35.536765,-98.696109
393,JACKSON TN/BEMIS,Supercenter,2171 S HIGHLAND AVE,JACKSON,TN,38301,188513,9/1/1981,35.66237198,-88.8286099
394,MOULTON AL,Supercenter,15445 HIGHWAY 24,MOULTON,AL,35650,155078,12/1/1981,34.49318254,-87.27427699
395,MISSION TX,Supercenter,2410 E EXPRESSWAY 83,MISSION,TX,78572,193072,11/3/1981,26.21466,-98.35164
396,ANDERSON SC,Supercenter,3812 LIBERTY HWY,ANDERSON,SC,29621,191976,3/6/1984,34.55639748,-82.68233032
397,MCALLEN TX,Supercenter,1200 E JACKSON AVE,MCALLEN,TX,78503,200487,11/17/1981,26.19100987,-98.20860326
398,LONGVIEW TX,Supercenter,515 E LOOP 281,LONGVIEW,TX,75605,203666,5/4/1982,32.54149289,-94.72802066
399,LONGVIEW TX,Supercenter,2440 GILMER RD,LONGVIEW,TX,75604,207499,12/1/1981,32.53218229,-94.7885917
400,CONROE TX,Supercenter,1407 N LOOP 336 W,CONROE,TX,77304,228565,10/18/1983,30.34284,-95.47788
401,PLAQUEMINE LA,Supercenter,59690 BELLEVIEW DR,PLAQUEMINE,LA,70764,99704,9/29/1981,30.26642407,-91.24732083
402,BREAUX BRIDGE LA,Supercenter,1932 REES ST,BREAUX BRIDGE,LA,70517,184211,12/1/1981,30.28967558,-91.9111675
403,RUSSELVILLE AL,Supercenter,13675 HIGHWAY 43,RUSSELLVILLE,AL,35653,159471,11/3/1981,34.508322,-87.740943
404,SAN MARCOS TX,Supercenter,1015 HIGHWAY 80,SAN MARCOS,TX,78666,199026,3/2/1982,29.88077542,-97.91309848
405,LEESVILLE LA,Supercenter,2204 S 5TH ST,LEESVILLE,LA,71446,179458,8/17/1982,31.12002347,-93.26905383
406,SMYRNA TN,Supercenter,570 ENON SPRINGS RD E,SMYRNA,TN,37167,183523,11/3/1981,35.97320412,-86.49165597
407,KILLEEN TX,Supercenter,1400 LOWES BLVD,KILLEEN,TX,76542,214091,12/1/1981,31.09007422,-97.72926148
408,PORT ARTHUR TX,Supercenter,8585 MEMORIAL BLVD,PORT ARTHUR,TX,77640,203622,7/13/1982,29.94265295,-93.9919262
409,HALEYVILLE AL,Supercenter,42466 HWY 195,HALEYVILLE,AL,35565,90242,10/13/1981,34.233891,-87.618593
410,MURRAY KY,Supercenter,809 N 12TH ST,MURRAY,KY,42071,200083,10/6/1981,36.62571118,-88.31471344
411,HOUSTON MS EF,Wal-Mart,660 E MADISON ST,HOUSTON,MS,38851,39676,8/3/1982,33.89601228,-88.98966189
412,ATHENS TX,Supercenter,1405 E TYLER ST,ATHENS,TX,75751,146397,5/24/1983,32.20957228,-95.83081545
413,PORT ISABEL TX,Supercenter,1401 STATE HIGHWAY 100,PORT ISABEL,TX,78578,158186,5/18/1982,26.07147756,-97.22219812
414,WICHITA FALLS TX,Supercenter,5131 GREENBRIAR RD,WICHITA FALLS,TX,76302,184109,6/29/1982,33.85097807,-98.50113333
415,ST MARTINVILLE LA,Supercenter,123 SAINT NAZAIRE RD,BROUSSARD,LA,70518,184110,3/2/1982,30.139449,-91.957153
417,SULPHUR SPRINGS TX,Supercenter,1750 S BROADWAY ST,SULPHUR SPRINGS,TX,75482,178420,5/3/1983,33.10524759,-95.59696591
418,FAIRBURY NE,Supercenter,2831 HIGHWAY 15,FAIRBURY,NE,68352,99671,8/3/1982,40.15608,-97.1718
419,PRATT KS,Supercenter,2003 E 1ST ST,PRATT,KS,67124,111075,8/17/1982,37.64560918,-98.76013795
420,WICHITA FALLS (N) TX,Supercenter,2700 CENTRAL FWY,WICHITA FALLS,TX,76306,183211,5/31/1982,33.95076465,-98.5284911
421,DECATUR TX,Supercenter,800 S US HWY 81/287,DECATUR,TX,76234,182641,6/29/1982,33.231308,-97.588741
422,ROBINSON IL,Supercenter,1304 E MAIN ST,ROBINSON,IL,62454,155213,8/3/1982,39.0060735,-87.72564986
423,PELHAM AL,Supercenter,630 COLONIAL PROMENADE PKWY,ALABASTER,AL,35007,203091,12/1/1981,33.241465,-86.821286
424,CLANTON AL,Supercenter,1415 7TH ST S,CLANTON,AL,35045,146397,8/3/1982,32.79885787,-86.60467762
425,BRENT AL,Supercenter,10675 HIGHWAY 5,BRENT,AL,35034,99581,8/3/1982,32.933665,-87.171821
426,THE COLONY TX,Supercenter,4691 STATE HIGHWAY 121,COLONY,TX,75056,214390,11/30/1982,33.07188235,-96.87675763
427,GREENVILLE TX,Supercenter,7401 INTERSTATE HIGHWAY 30,GREENVILLE,TX,75402,202307,10/5/1982,33.071077,-96.085608
428,ZACHARY LA,Supercenter,5801 MAIN ST,ZACHARY,LA,70791,149851,10/4/1983,30.64853454,-91.14342848
429,EDINBURG TX,Supercenter,1724 W UNIVERSITY DR,EDINBURG,TX,78539,193311,11/3/1981,26.30378637,-98.17947602
430,MAYFIELD KY,Supercenter,1225 PARIS RD,MAYFIELD,KY,42066,149703,9/1/1981,36.72421866,-88.62822248
431,PADUCAH KY,Supercenter,3220 IRVING COBB DR,PADUCAH,KY,42003,178425,8/18/1981,37.05261247,-88.56886763
432,TALLADEGA AL,Supercenter,214 HAYNES ST,TALLADEGA,AL,35160,154899,8/18/1981,33.43929316,-86.08294989
433,HUNTSVILLE (N) AL,Supercenter,2200 SPARKMAN DR NW,HUNTSVILLE,AL,35810,203622,8/11/1981,34.76310538,-86.59355188
434,HUNTSVILLE AL,Supercenter,11610 MEMORIAL PKWY SW,HUNTSVILLE,AL,35803,199026,8/11/1981,34.61684896,-86.56741314
435,HIGHLAND IL,Supercenter,12495 STATE ROUTE 143,HIGHLAND,IL,62249,155530,9/21/1982,38.75927274,-89.68624602
